State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Odisha,CUTTACK,Arhar/Tur,1997-98,Winter,1797.0,Hectare,516.0,Tonnes,0.2871452420701169
West Bengal,MEDINIPUR WEST,Maize,2008-09,Autumn,50.0,Hectare,73.0,Tonnes,1.46
Andhra Pradesh,MEDAK,Moong(Green Gram),2011-12,Kharif,33676.0,Hectare,24482.0,Tonnes,0.7269865779783822
Rajasthan,GANGANAGAR,Barley,2001-02,Rabi,7028.0,Hectare,11467.0,Tonnes,1.631616391576551
Madhya Pradesh,TIKAMGARH,Wheat,2009-10,Whole Year,100959.0,Hectare,168328.0,Tonnes,1.667290682356204
Andhra Pradesh,EAST GODAVARI,Linseed,2000-01,Rabi,14.0,Hectare,3.0,Tonnes,0.2142857142857142
Andhra Pradesh,KURNOOL,Sweet potato,2010-11,Whole Year,6.0,Hectare,77.0,Tonnes,12.833333333333334
Assam,DHUBRI,Linseed,1997-98,Rabi,1138.0,Hectare,626.0,Tonnes,0.5500878734622144
Andhra Pradesh,VISAKHAPATANAM,Onion,2001-02,Kharif,32.0,Hectare,444.0,Tonnes,13.875
Andhra Pradesh,VIZIANAGARAM,Sweet potato,2012-13,Rabi,63.0,Hectare,607.0,Tonnes,9.634920634920634
Madhya Pradesh,NARSINGHPUR,Masoor,2004-05,Rabi,28226.0,Hectare,17343.0,Tonnes,0.6144335010274216
Gujarat,RAJKOT,Groundnut,2001-02,Summer,100.0,Hectare,100.0,Tonnes,1.0
Tamil Nadu,PUDUKKOTTAI,Sesamum,2013-14,Rabi,948.0,Hectare,302.0,Tonnes,0.3185654008438818
Chhattisgarh,MAHASAMUND,Arhar/Tur,2000-01,Kharif,888.0,Hectare,307.0,Tonnes,0.3457207207207207
Madhya Pradesh,RAJGARH,Other Kharif pulses,2001-02,Kharif,6385.0,Hectare,1520.0,Tonnes,0.2380579483163664
Rajasthan,BHARATPUR,Cotton(lint),1999-00,Kharif,1015.0,Hectare,1711.08,Bales,1.6857931034482758
Mizoram,MAMIT,Other Kharif pulses,2003-04,Kharif,394.0,Hectare,432.0,Tonnes,1.0964467005076142
Tamil Nadu,TIRUNELVELI,Small millets,2002-03,Kharif,393.0,Hectare,233.0,Tonnes,0.5928753180661578
Andhra Pradesh,VISAKHAPATANAM,Jowar,2001-02,Kharif,1442.0,Hectare,825.0,Tonnes,0.5721220527045769
Uttar Pradesh,ALLAHABAD,Soyabean,2001-02,Kharif,45.0,Hectare,33.0,Tonnes,0.7333333333333333
Gujarat,JAMNAGAR,Cotton(lint),2005-06,Kharif,92100.0,Hectare,494500.0,Bales,5.369163952225842
Madhya Pradesh,MANDLA,Small millets,2006-07,Rabi,46.0,Hectare,,Tonnes,0.0
Bihar,GAYA,Sweet potato,2002-03,Whole Year,7.0,Hectare,74.0,Tonnes,10.571428571428571
Punjab,MANSA,Gram,2001-02,Rabi,500.0,Hectare,300.0,Tonnes,0.6
Telangana,MULUGU,Tobacco,2018-19,Rabi,2.0,Hectare,10.0,Tonnes,5.0
Maharashtra,SOLAPUR,Maize,2001-02,Summer,1300.0,Hectare,1800.0,Tonnes,1.3846153846153846
Chhattisgarh,DANTEWADA,Horse-gram,2001-02,Kharif,3868.0,Hectare,1324.0,Tonnes,0.3422957600827301
Odisha,SAMBALPUR,Garlic,2004-05,Whole Year,346.0,Hectare,1088.0,Tonnes,3.1445086705202314
Karnataka,DHARWAD,Cowpea(Lobia),2016-17,Kharif,186.0,Hectare,142.0,Tonnes,0.7634408602150538
Jharkhand,PALAMU,Sunflower,2017-18,Rabi,150.0,Hectare,,Tonnes,0.0
Tamil Nadu,TIRUNELVELI,Other Rabi pulses,2019-20,Rabi,1.0,Hectare,1.0,Tonnes,1.0
Assam,UDALGURI,Peas & beans (Pulses),2007-08,Rabi,766.0,Hectare,387.0,Tonnes,0.5052219321148825
Gujarat,VADODARA,Other Kharif pulses,2001-02,Kharif,1000.0,Hectare,600.0,Tonnes,0.6
Tamil Nadu,THIRUVALLUR,Sesamum,2009-10,Whole Year,807.0,Hectare,422.0,Tonnes,0.5229244114002478
Uttar Pradesh,VARANASI,Other Rabi pulses,2006-07,Rabi,2638.0,Hectare,2820.0,Tonnes,1.068991660348749
Haryana,PANCHKULA,Peas & beans (Pulses),2019-20,Kharif,95.0,Hectare,940.0,Tonnes,9.894736842105264
Uttar Pradesh,UNNAO,Potato,2004-05,Rabi,6559.0,Hectare,109161.0,Tonnes,16.642933373989937
Uttar Pradesh,ALLAHABAD,Potato,2005-06,Rabi,10554.0,Hectare,209064.0,Tonnes,19.8089823763502
Odisha,ANUGUL,Moong(Green Gram),2011-12,Autumn,1887.0,Hectare,300.0,Tonnes,0.1589825119236884
Himachal Pradesh,CHAMBA,Soyabean,2002-03,Kharif,1.0,Hectare,0.0,Tonnes,0.0
Bihar,JEHANABAD,Rapeseed &Mustard,2001-02,Rabi,451.0,Hectare,466.0,Tonnes,1.033259423503326
Arunachal Pradesh,KURUNG KUMEY,Wheat,2002-03,Rabi,15.0,Hectare,16.0,Tonnes,1.0666666666666669
Chhattisgarh,GARIYABAND,Garlic,2011-12,Whole Year,5.0,Hectare,12.0,Tonnes,2.4
Tamil Nadu,PERAMBALUR,Sesamum,2006-07,Whole Year,1836.0,Hectare,629.0,Tonnes,0.3425925925925926
Tamil Nadu,DHARMAPURI,Arecanut,2017-18,Whole Year,510.0,Hectare,2522.0,Tonnes,4.945098039215687
Odisha,JAGATSINGHAPUR,Potato,2004-05,Winter,414.0,Hectare,4547.0,Tonnes,10.983091787439614
Madhya Pradesh,SIDHI,Rice,2009-10,Whole Year,70274.0,Hectare,43990.0,Tonnes,0.6259783134587472
Tamil Nadu,KANCHIPURAM,Rice,2013-14,Kharif,85564.0,Hectare,391837.0,Tonnes,4.579460988266093
Maharashtra,PALGHAR,Groundnut,2014-15,Kharif,200.0,Hectare,200.0,Tonnes,1.0
Assam,BONGAIGAON,Sesamum,2001-02,Kharif,681.0,Hectare,358.0,Tonnes,0.5256975036710719
Uttar Pradesh,CHITRAKOOT,Jowar,2003-04,Kharif,21883.0,Hectare,19519.0,Tonnes,0.8919709363432802
Karnataka,CHIKBALLAPUR,Cotton(lint),2011-12,Rabi,60.0,Hectare,113.0,Bales,1.8833333333333333
Odisha,MALKANGIRI,Arhar/Tur,1997-98,Summer,11.0,Hectare,1.0,Tonnes,0.0909090909090909
Tamil Nadu,TIRUNELVELI,Gram,2003-04,Rabi,2.0,Hectare,2.0,Tonnes,1.0
Andhra Pradesh,VIZIANAGARAM,Sunflower,2014-15,Rabi,6.0,Hectare,6.0,Tonnes,1.0
Manipur,UKHRUL,Maize,1998-99,Autumn,100.0,Hectare,390.0,Tonnes,3.9
Uttar Pradesh,SONBHADRA,Moong(Green Gram),2002-03,Summer,17.0,Hectare,10.0,Tonnes,0.5882352941176471
Kerala,ALAPPUZHA,Sugarcane,2008-09,Whole Year,60.0,Hectare,5530.0,Tonnes,92.16666666666669
Madhya Pradesh,BURHANPUR,Sugarcane,2009-10,Whole Year,2144.0,Hectare,104880.0,Tonnes,48.9179104477612
Andhra Pradesh,GUNTUR,Potato,2016-17,Rabi,2.0,Hectare,18.0,Tonnes,9.0
Karnataka,BELLARY,Arhar/Tur,2001-02,Kharif,5944.0,Hectare,2451.0,Tonnes,0.4123485868102288
Madhya Pradesh,CHHATARPUR,Banana,2001-02,Whole Year,6.0,Hectare,169.0,Tonnes,28.166666666666668
Odisha,GAJAPATI,Maize,2006-07,Winter,2.0,Hectare,1.6999999999999995,Tonnes,0.8499999999999999
West Bengal,MALDAH,Sesamum,2012-13,Summer,180.0,Hectare,118.0,Tonnes,0.6555555555555556
Uttar Pradesh,BALLIA,Dry chillies,2013-14,Kharif,98.0,Hectare,79.0,Tonnes,0.8061224489795918
Jharkhand,LATEHAR,Ragi,2004-05,Autumn,580.87,Hectare,228.86,Tonnes,0.3939952140754386
Gujarat,PORBANDAR,Dry chillies,2013-14,Whole Year,100.0,Hectare,95.0,Tonnes,0.95
Madhya Pradesh,KHANDWA,Cotton(lint),2009-10,Whole Year,76222.0,Hectare,7349.0,Bales,0.0964157329904751
Assam,DIMA HASAO,Rice,2001-02,Winter,8244.0,Hectare,16256.0,Tonnes,1.9718583212032996
Madhya Pradesh,DHAR,Barley,2011-12,Kharif,17.0,Hectare,37.0,Tonnes,2.176470588235294
Assam,GOLAGHAT,Moong(Green Gram),2014-15,Rabi,209.0,Hectare,109.0,Tonnes,0.5215311004784688
Uttar Pradesh,ALIGARH,Cotton(lint),2004-05,Kharif,1213.0,Hectare,289.0,Bales,0.2382522671063479
Madhya Pradesh,KHANDWA,Turmeric,2001-02,Whole Year,3.0,Hectare,2.0,Tonnes,0.6666666666666666
Assam,CACHAR,Cotton(lint),1997-98,Kharif,115.0,Hectare,43.0,Bales,0.3739130434782609
Punjab,PATIALA,Rapeseed &Mustard,2004-05,Rabi,2000.0,Hectare,2000.0,Tonnes,1.0
Rajasthan,CHITTORGARH,Arhar/Tur,2005-06,Kharif,291.0,Hectare,137.0,Tonnes,0.4707903780068728
Karnataka,UTTAR KANNAD,Maize,2014-15,Summer,439.0,Hectare,1432.0,Tonnes,3.2619589977220955
Rajasthan,RAJSAMAND,Urad,2001-02,Kharif,1560.0,Hectare,235.0,Tonnes,0.1506410256410256
Maharashtra,NANDURBAR,Banana,2003-04,Whole Year,3100.0,Hectare,218170.0,Tonnes,70.37741935483871
Assam,CHIRANG,Rice,2005-06,Autumn,10417.0,Hectare,8313.0,Tonnes,0.798022463281175
Haryana,JHAJJAR,Jowar,2007-08,Kharif,26101.0,Hectare,12000.0,Tonnes,0.4597524999042182
Bihar,PASHCHIM CHAMPARAN,Safflower,2001-02,Rabi,29.0,Hectare,23.0,Tonnes,0.7931034482758621
Karnataka,BIJAPUR,Safflower,2001-02,Rabi,10368.0,Hectare,6481.0,Tonnes,0.6250964506172839
Kerala,PALAKKAD,Cotton(lint),2001-02,Kharif,3760.0,Hectare,6069.0,Bales,1.614095744680851
Bihar,SAHARSA,Sannhamp,2018-19,Kharif,28.0,Hectare,23.0,Tonnes,0.8214285714285714
Uttar Pradesh,MAHARAJGANJ,Dry chillies,2007-08,Kharif,25.0,Hectare,24.0,Tonnes,0.96
Assam,SONITPUR,Arecanut,2010-11,Rabi,4927.0,Hectare,6473.0,Tonnes,1.313781205601786
Uttar Pradesh,NAINITAL,Onion,1998-99,Whole Year,113.0,Hectare,1373.0,Tonnes,12.150442477876108
Bihar,MUNGER,Rice,2002-03,Winter,23411.0,Hectare,27926.0,Tonnes,1.1928580581777797
Tamil Nadu,CUDDALORE,Sesamum,2008-09,Whole Year,3588.0,Hectare,1948.0,Tonnes,0.5429208472686734
West Bengal,ALIPURDUAR,Maize,2017-18,Rabi,13915.0,Hectare,94622.0,Tonnes,6.8
Madhya Pradesh,BHIND,Sweet potato,2013-14,Whole Year,2.0,Hectare,9.0,Tonnes,4.5
Himachal Pradesh,SOLAN,Sannhamp,2018-19,Kharif,2.0,Hectare,0.5,Tonnes,0.25
Assam,KARBI ANGLONG,Jute,2008-09,Kharif,1711.0,Hectare,19011.0,Bales,11.11104617182934
Karnataka,BANGALORE RURAL,Onion,2017-18,Kharif,20.0,Hectare,221.0,Tonnes,11.05
Jharkhand,CHATRA,Soyabean,2017-18,Kharif,40.0,Hectare,33.0,Tonnes,0.825
Telangana,MAHBUBNAGAR,Castor seed,2014-15,Rabi,422.0,Hectare,247.0,Tonnes,0.5853080568720379
Nagaland,PHEK,Potato,2001-02,Whole Year,700.0,Hectare,8600.0,Tonnes,12.285714285714286
Karnataka,UTTAR KANNAD,Ginger,2001-02,Kharif,50.0,Hectare,637.0,Tonnes,12.74
Uttar Pradesh,BALLIA,Urad,2001-02,Kharif,20.0,Hectare,8.0,Tonnes,0.4
Bihar,BEGUSARAI,Tobacco,2001-02,Whole Year,5.0,Hectare,7.0,Tonnes,1.4
Bihar,AURANGABAD,Potato,2016-17,Winter,634.0,Hectare,9136.0,Tonnes,14.410094637223974
Uttar Pradesh,JALAUN,Barley,2001-02,Rabi,7865.0,Hectare,20270.0,Tonnes,2.5772409408773047
Gujarat,BOTAD,Rapeseed &Mustard,2017-18,Rabi,15.0,Hectare,27.0,Tonnes,1.8
Karnataka,BELGAUM,Onion,2011-12,Kharif,8044.0,Hectare,48036.0,Tonnes,5.971655892590751
Madhya Pradesh,SHAJAPUR,Bajra,2001-02,Kharif,16.0,Hectare,9.0,Tonnes,0.5625
Karnataka,TUMAKURU,Jowar,2019-20,Summer,5.0,Hectare,8.0,Tonnes,1.6
Rajasthan,DAUSA,Other Kharif pulses,2001-02,Kharif,123.0,Hectare,62.0,Tonnes,0.5040650406504065
Odisha,KENDRAPARA,Sesamum,1999-00,Rabi,680.0,Hectare,310.0,Tonnes,0.4558823529411764
Uttar Pradesh,MEERUT,Sugarcane,2002-03,Whole Year,127563.0,Hectare,7963503.0,Tonnes,62.428000282213496
Uttar Pradesh,HARIDWAR,Rapeseed &Mustard,1997-98,Rabi,532.0,Hectare,349.0,Tonnes,0.6560150375939849
Jharkhand,WEST SINGHBHUM,Rice,2002-03,Winter,117119.34,Hectare,90103.81,Tonnes,0.7693333142075425
Haryana,KAITHAL,Guar seed,2012-13,Whole Year,44.0,Hectare,26.0,Tonnes,0.5909090909090909
Madhya Pradesh,KHANDWA,Soyabean,2001-02,Kharif,175152.0,Hectare,77230.0,Tonnes,0.4409313053804695
Uttar Pradesh,GHAZIPUR,Linseed,2004-05,Rabi,20.0,Hectare,10.0,Tonnes,0.5
Jammu and Kashmir,KATHUA,Linseed,2018-19,Rabi,14.0,Hectare,15.649,Tonnes,1.1177857142857144
Rajasthan,BARMER,Guar seed,2003-04,Whole Year,312217.0,Hectare,,Tonnes,0.0
Karnataka,MANDYA,Niger seed,2013-14,Kharif,869.0,Hectare,286.0,Tonnes,0.3291139240506329
Uttar Pradesh,AURAIYA,Dry chillies,2016-17,Kharif,12.0,Hectare,11.0,Tonnes,0.9166666666666666
Jharkhand,KODERMA,Peas & beans (Pulses),2014-15,Rabi,20.0,Hectare,18.0,Tonnes,0.9
Odisha,ANUGUL,Maize,2004-05,Winter,19.0,Hectare,25.6,Tonnes,1.3473684210526315
Assam,KAMRUP,Cotton(lint),2010-11,Kharif,1.0,Hectare,1.0,Bales,1.0
Mizoram,KOLASIB,Potato,2005-06,Whole Year,49.0,Hectare,717.0,Tonnes,14.63265306122449
Bihar,KATIHAR,Rapeseed &Mustard,2019-20,Rabi,1960.0,Hectare,3081.0,Tonnes,1.571938775510204
Chhattisgarh,SURGUJA,Safflower,2001-02,Rabi,1.0,Hectare,,Tonnes,0.0
Odisha,MAYURBHANJ,Sugarcane,2004-05,Winter,1.0,Hectare,38.8,Tonnes,38.8
Karnataka,MANDYA,Dry chillies,2005-06,Rabi,19.0,Hectare,31.0,Tonnes,1.631578947368421
Arunachal Pradesh,PAPUM PARE,Small millets,1998-99,Kharif,535.0,Hectare,494.0,Tonnes,0.9233644859813084
Chhattisgarh,DURG,Maize,2013-14,Kharif,184.0,Hectare,202.0,Tonnes,1.0978260869565215
Manipur,UKHRUL,Rapeseed &Mustard,2013-14,Rabi,3660.0,Hectare,2920.0,Tonnes,0.7978142076502732
Telangana,JAGITIAL,Jowar,2017-18,Rabi,242.0,Hectare,327.0,Tonnes,1.3512396694214877
Bihar,ARWAL,Onion,2003-04,Whole Year,95.0,Hectare,726.0,Tonnes,7.6421052631578945
Uttar Pradesh,MAU,Sugarcane,2001-02,Whole Year,9024.0,Hectare,421565.0,Tonnes,46.71597960992908
Bihar,MUZAFFARPUR,Maize,2010-11,Rabi,19445.0,Hectare,51918.0,Tonnes,2.669992285934688
Tamil Nadu,TIRUPPUR,Tapioca,2008-09,Whole Year,1294.0,Hectare,,Tonnes,0.0
Chhattisgarh,JANJGIR-CHAMPA,Horse-gram,2001-02,Kharif,225.0,Hectare,79.0,Tonnes,0.3511111111111111
West Bengal,NADIA,Sugarcane,2002-03,Whole Year,2693.0,Hectare,219485.0,Tonnes,81.50204233197178
Uttar Pradesh,ETAWAH,Moong(Green Gram),2001-02,Kharif,40.0,Hectare,11.0,Tonnes,0.275
Jharkhand,RANCHI,Soyabean,2018-19,Kharif,145.0,Hectare,87.0,Tonnes,0.6
Tripura,SOUTH TRIPURA,Rapeseed &Mustard,2010-11,Rabi,616.0,Hectare,491.0,Tonnes,0.797077922077922
Gujarat,PANCH MAHALS,Gram,2010-11,Rabi,9800.0,Hectare,8700.0,Tonnes,0.8877551020408163
Telangana,NALGONDA,Turmeric,2013-14,Kharif,10.0,Hectare,51.0,Tonnes,5.1
Madhya Pradesh,RATLAM,Groundnut,2019-20,Summer,40.0,Hectare,58.0,Tonnes,1.45
Assam,UDALGURI,Sugarcane,2005-06,Whole Year,677.0,Hectare,28485.0,Tonnes,42.07533234859675
Tamil Nadu,RAMANATHAPURAM,Urad,2001-02,Kharif,1859.0,Hectare,730.0,Tonnes,0.392684238838085
Odisha,KORAPUT,Rapeseed &Mustard,2007-08,Winter,48.0,Hectare,12.6,Tonnes,0.2625
Madhya Pradesh,KATNI,Urad,2003-04,Kharif,3520.0,Hectare,742.0,Tonnes,0.2107954545454545
Manipur,UKHRUL,Ginger,1998-99,Winter,70.0,Hectare,110.0,Tonnes,1.5714285714285714
Rajasthan,SIKAR,Jowar,2001-02,Kharif,12.0,Hectare,5.0,Tonnes,0.4166666666666667
Chhattisgarh,GARIYABAND,Mesta,2012-13,Kharif,1.0,Hectare,3.0,Bales,3.0
West Bengal,COOCHBEHAR,Mesta,2008-09,Kharif,178.0,Hectare,1597.0,Bales,8.97191011235955
Odisha,BOUDH,Maize,2006-07,Winter,1.0,Hectare,0.8,Tonnes,0.8
Andhra Pradesh,PRAKASAM,Onion,2001-02,Kharif,62.0,Hectare,860.0,Tonnes,13.870967741935484
Kerala,PALAKKAD,Cotton(lint),2016-17,Whole Year,80.0,Hectare,120.0,Bales,1.5
Madhya Pradesh,KHANDWA,Sesamum,2000-01,Kharif,3862.0,Hectare,988.0,Tonnes,0.2558259968928016
Tamil Nadu,THIRUVALLUR,Horse-gram,2016-17,Kharif,2.0,Hectare,1.0,Tonnes,0.5
Arunachal Pradesh,DIBANG VALLEY,Sunflower,2016-17,Kharif,53.0,Hectare,44.0,Tonnes,0.8301886792452831
Karnataka,RAICHUR,Sesamum,2001-02,Kharif,2575.0,Hectare,267.0,Tonnes,0.1036893203883495
Tamil Nadu,NAMAKKAL,Jowar,2011-12,Rabi,3354.0,Hectare,4170.0,Tonnes,1.2432915921288017
Manipur,SENAPATI,Sweet potato,2001-02,Whole Year,10.0,Hectare,40.0,Tonnes,4.0
Uttar Pradesh,CHITRAKOOT,Maize,2001-02,Kharif,10.0,Hectare,11.0,Tonnes,1.1
Bihar,PURNIA,Sweet potato,2008-09,Kharif,224.0,Hectare,3039.0,Tonnes,13.566964285714286
Uttarakhand,PITHORAGARH,Maize,2016-17,Kharif,2552.0,Hectare,3404.0,Tonnes,1.3338557993730409
Uttar Pradesh,PILIBHIT,Dry chillies,2006-07,Whole Year,2.0,Hectare,2.0,Tonnes,1.0
Tamil Nadu,VELLORE,Coconut,2015-16,Whole Year,20805.0,Hectare,244800000.0,Nuts,11766.402307137709
West Bengal,BANKURA,Moong(Green Gram),2014-15,Summer,62.0,Hectare,46.0,Tonnes,0.7419354838709677
Haryana,FATEHABAD,Sunflower,1998-99,Rabi,11.0,Hectare,,Tonnes,0.0
Gujarat,ANAND,Banana,2007-08,Whole Year,8200.0,Hectare,606400.0,Tonnes,73.95121951219512
